Iteration,Discriminator Loss,Generator Loss
5410,1.291766,0.664256
5410,1.291766,0.664256
5420,1.273719,0.753912
5420,1.273719,0.753912
5430,1.312006,0.712294
5430,1.312006,0.712294
5440,1.293165,0.788713
5440,1.293165,0.788713
5450,1.290265,0.790490
5450,1.290265,0.790490
5460,1.228408,0.693436
5460,1.228408,0.693436
5470,1.307960,0.707889
5470,1.307960,0.707889
5480,1.290100,0.684868
5480,1.290100,0.684868
5490,1.239504,0.600914
5490,1.239504,0.600914
5500,1.307288,0.712102
5500,1.307288,0.712102
5510,1.252725,0.731439
5510,1.252725,0.731439
5520,1.336575,0.712450
5520,1.336575,0.712450
5530,1.264689,0.695552
5530,1.264689,0.695552
5540,1.281482,0.756600
5540,1.281482,0.756600
5550,1.338112,0.837174
5550,1.338112,0.837174
5560,1.289317,0.767578
5560,1.289317,0.767578
5570,1.247497,0.647894
5570,1.247497,0.647894
5580,1.236210,0.639313
5580,1.236210,0.639313
5590,1.322927,0.697006
5590,1.322927,0.697006
5600,1.318940,0.668236
5600,1.318940,0.668236
5610,1.269060,0.730009
5610,1.269060,0.730009
5620,1.342361,0.746521
5620,1.342361,0.746521
5630,1.298284,0.643408
5630,1.298284,0.643408
5640,1.327322,0.706932
5640,1.327322,0.706932
5650,1.239904,0.773387
5650,1.239904,0.773387
5660,1.296848,0.763532
5660,1.296848,0.763532
5670,1.310017,0.874786
5670,1.310017,0.874786
5680,1.306837,0.737018
5680,1.306837,0.737018
5690,1.319796,0.851918
5690,1.319796,0.851918
5700,1.215973,0.682741
5700,1.215973,0.682741
5710,1.231888,0.677177
5710,1.231888,0.677177
5720,1.333632,0.674382
5720,1.333632,0.674382
5730,1.322801,0.636863
5730,1.322801,0.636863
5740,1.304919,0.784375
5740,1.304919,0.784375
5750,1.332655,0.833325
5750,1.332655,0.833325
5760,1.223778,0.821973
5760,1.223778,0.821973
5770,1.296375,0.852881
5770,1.296375,0.852881
5780,1.245009,0.778386
5780,1.245009,0.778386
5790,1.268147,0.782448
5790,1.268147,0.782448
5800,1.255628,0.741331
5800,1.255628,0.741331
5810,1.162308,0.787340
5810,1.162308,0.787340
5820,1.313074,0.758520
5820,1.313074,0.758520
5830,1.271748,0.754205
5830,1.271748,0.754205
5840,1.304230,0.693166
5840,1.304230,0.693166
5850,1.271985,0.690891
5850,1.271985,0.690891
5860,1.313644,0.776795
5860,1.313644,0.776795
5870,1.294111,0.787995
5870,1.294111,0.787995
5880,1.291486,0.675284
5880,1.291486,0.675284
5890,1.307375,0.701192
5890,1.307375,0.701192
5900,1.239229,0.593374
5900,1.239229,0.593374
5910,1.286678,0.900239
5910,1.286678,0.900239
5920,1.267499,0.855800
5920,1.267499,0.855800
5930,1.272263,0.883849
5930,1.272263,0.883849
5940,1.210140,0.743849
5940,1.210140,0.743849
5950,1.281493,0.918940
5950,1.281493,0.918940
5960,1.298277,0.728581
5960,1.298277,0.728581
5970,1.310521,0.787682
5970,1.310521,0.787682
5980,1.181441,0.650186
5980,1.181441,0.650186
5990,1.320188,0.721904
5990,1.320188,0.721904
6000,1.208666,0.675093
6000,1.208666,0.675093
6010,1.272105,0.727583
6010,1.272105,0.727583
6020,1.328176,0.827132
6020,1.328176,0.827132
6030,1.271455,0.854274
6030,1.271455,0.854274
6040,1.294127,0.895780
6040,1.294127,0.895780
6050,1.209738,0.712866
6050,1.209738,0.712866
6060,1.308109,0.859285
6060,1.308109,0.859285
6070,1.296032,1.015027
6070,1.296032,1.015027
6080,1.211599,0.729956
6080,1.211599,0.729956
6090,1.275065,0.799076
6090,1.275065,0.799076
6100,1.303477,0.714419
6100,1.303477,0.714419
6110,1.372239,0.930123
6110,1.372239,0.930123
6120,1.284448,0.678395
6120,1.284448,0.678395
6130,1.178923,0.631201
6130,1.178923,0.631201
6140,1.282183,0.720057
6140,1.282183,0.720057
6150,1.318077,0.658777
6150,1.318077,0.658777
6160,1.281537,0.728813
6160,1.281537,0.728813
6170,1.307784,0.711556
6170,1.307784,0.711556
6180,1.243496,0.627320
6180,1.243496,0.627320
6190,1.138446,0.651617
6190,1.138446,0.651617
6200,1.304735,0.814242
6200,1.304735,0.814242
6210,1.313219,0.683720
6210,1.313219,0.683720
6220,1.268444,0.772157
6220,1.268444,0.772157
6230,1.258533,0.774690
6230,1.258533,0.774690
6240,1.287277,0.905789
6240,1.287277,0.905789
6250,1.231259,0.711845
6250,1.231259,0.711845
6260,1.306247,0.788785
6260,1.306247,0.788785
6270,1.250334,0.689818
6270,1.250334,0.689818
6280,1.239726,0.740837
6280,1.239726,0.740837
6290,1.318966,0.974172
6290,1.318966,0.974172
6300,1.339710,0.661860
6300,1.339710,0.661860
6310,1.269364,0.747820
6310,1.269364,0.747820
6320,1.205924,0.789093
6320,1.205924,0.789093
6330,1.270672,0.781668
6330,1.270672,0.781668
6340,1.168533,0.803202
6340,1.168533,0.803202
6350,1.136633,0.623721
6350,1.136633,0.623721
6360,1.188973,0.696025
6360,1.188973,0.696025
6370,1.309649,0.599631
6370,1.309649,0.599631
6380,1.204033,0.927646
6380,1.204033,0.927646
6390,1.244470,0.690746
6390,1.244470,0.690746
6400,1.236383,0.683181
6400,1.236383,0.683181
6410,1.280832,0.817331
6410,1.280832,0.817331
6420,1.173183,0.833782
6420,1.173183,0.833782
6430,1.240281,0.675405
6430,1.240281,0.675405
6440,1.266833,0.882773
6440,1.266833,0.882773
6450,1.273587,0.735461
6450,1.273587,0.735461
6460,1.194746,0.716306
6460,1.194746,0.716306
6470,1.291118,0.854968
6470,1.291118,0.854968
6480,1.113078,0.667953
6480,1.113078,0.667953
6490,1.270660,0.782706
6490,1.270660,0.782706
6500,1.264433,0.764344
6500,1.264433,0.764344
6510,1.207622,0.743864
6510,1.207622,0.743864
6520,1.248796,0.730723
6520,1.248796,0.730723
6530,1.144790,0.675295
6530,1.144790,0.675295
6540,1.207743,0.774687
6540,1.207743,0.774687
6550,1.226225,0.734153
6550,1.226225,0.734153
6560,1.176668,0.783278
6560,1.176668,0.783278
6570,1.308974,0.814439
6570,1.308974,0.814439
6580,1.199380,0.757650
6580,1.199380,0.757650
6590,1.244451,0.747771
6590,1.244451,0.747771
6600,1.266651,0.723072
6600,1.266651,0.723072
6610,1.253921,0.837158
6610,1.253921,0.837158
6620,1.245096,0.846073
6620,1.245096,0.846073
6630,1.229731,1.025154
6630,1.229731,1.025154
6640,1.193194,0.872040
6640,1.193194,0.872040
6650,1.162100,0.825510
6650,1.162100,0.825510
6660,1.275507,0.824103
6660,1.275507,0.824103
6670,1.212182,0.764490
6670,1.212182,0.764490
6680,1.149353,1.037301
6680,1.149353,1.037301
6690,1.136556,0.752305
6690,1.136556,0.752305
6700,1.236171,1.042467
6700,1.236171,1.042467
6710,1.123516,0.755004
6710,1.123516,0.755004
6720,1.185225,0.647878
6720,1.185225,0.647878
6730,1.193022,0.907981
6730,1.193022,0.907981
6740,1.123383,0.898992
6740,1.123383,0.898992
6750,1.238550,0.766662
6750,1.238550,0.766662
6760,1.192675,0.704431
6760,1.192675,0.704431
6770,1.191724,0.811720
6770,1.191724,0.811720
6780,1.150902,0.911442
6780,1.150902,0.911442
6790,1.181680,0.871848
6790,1.181680,0.871848
6800,1.172983,0.783252
6800,1.172983,0.783252
6810,1.217289,0.697153
6810,1.217289,0.697153
6820,1.065768,1.010409
6820,1.065768,1.010409
6830,1.168280,0.965944
6830,1.168280,0.965944
6840,1.160887,0.817240
6840,1.160887,0.817240
6850,1.133612,0.678345
6850,1.133612,0.678345
6860,1.192310,0.786702
6860,1.192310,0.786702
6870,1.206324,0.836288
6870,1.206324,0.836288
6880,1.200806,0.784603
6880,1.200806,0.784603
6890,1.180852,0.733890
6890,1.180852,0.733890
6900,1.154274,1.027244
6900,1.154274,1.027244
6910,1.150928,0.857426
6910,1.150928,0.857426
6920,1.119579,0.651886
6920,1.119579,0.651886
6930,1.168476,0.832534
6930,1.168476,0.832534
6940,1.246820,1.009565
6940,1.246820,1.009565
6950,1.123331,0.770634
6950,1.123331,0.770634
6960,1.290653,0.868831
6960,1.290653,0.868831
6970,1.191777,0.974215
6970,1.191777,0.974215
6980,1.190018,1.312855
6980,1.190018,1.312855
6990,1.118644,1.087098
6990,1.118644,1.087098
7000,1.266092,0.880632
7000,1.266092,0.880632
7010,1.057791,0.654971
7010,1.057791,0.654971
7020,1.104646,0.736958
7020,1.104646,0.736958
7030,1.209755,0.863809
7030,1.209755,0.863809
7040,1.148623,0.876809
7040,1.148623,0.876809
7050,1.089579,1.101369
7050,1.089579,1.101369
7060,1.203166,1.026234
7060,1.203166,1.026234
7070,1.078358,0.846069
7070,1.078358,0.846069
7080,1.185421,1.231387
7080,1.185421,1.231387
7090,1.136269,0.882799
7090,1.136269,0.882799
7100,1.147546,1.229876
7100,1.147546,1.229876
7110,0.957797,0.748994
7110,0.957797,0.748994
7120,1.229310,1.101456
7120,1.229310,1.101456
7130,1.164803,1.214470
7130,1.164803,1.214470
7140,1.189450,1.035058
7140,1.189450,1.035058
7150,1.196305,1.101149
7150,1.196305,1.101149
7160,1.170016,0.802897
7160,1.170016,0.802897
7170,1.177451,0.861522
7170,1.177451,0.861522
7180,1.023174,1.003764
7180,1.023174,1.003764
7190,0.979333,0.949973
7190,0.979333,0.949973
7200,1.178765,1.151685
7200,1.178765,1.151685
7210,1.150400,0.875389
7210,1.150400,0.875389
7220,1.173171,0.895628
7220,1.173171,0.895628
7230,1.210109,0.783681
7230,1.210109,0.783681
7240,1.154806,0.854649
7240,1.154806,0.854649
7250,1.166311,0.887262
7250,1.166311,0.887262
7260,1.033502,0.955155
7260,1.033502,0.955155
7270,1.166451,0.794044
7270,1.166451,0.794044
7280,1.059386,0.892261
7280,1.059386,0.892261
7290,1.139906,1.141575
7290,1.139906,1.141575
7300,1.170848,0.814966
7300,1.170848,0.814966
7310,1.142048,0.803676
7310,1.142048,0.803676
7320,1.105448,0.710792
7320,1.105448,0.710792
7330,1.251650,1.258786
7330,1.251650,1.258786
7340,1.136071,1.051551
7340,1.136071,1.051551
7350,1.143827,0.891539
7350,1.143827,0.891539
7360,1.189377,0.772017
7360,1.189377,0.772017
7370,1.179106,0.805158
7370,1.179106,0.805158
7380,1.077111,0.784998
7380,1.077111,0.784998
7390,1.248438,0.979287
7390,1.248438,0.979287
7400,1.051126,0.830755
7400,1.051126,0.830755
7410,1.067689,0.783019
7410,1.067689,0.783019
7420,1.181710,0.833187
7420,1.181710,0.833187
7430,1.123791,0.905937
7430,1.123791,0.905937
7440,1.161158,1.038653
7440,1.161158,1.038653
7450,1.101205,1.126230
7450,1.101205,1.126230
7460,1.199732,0.951170
7460,1.199732,0.951170
7470,1.256718,1.217099
7470,1.256718,1.217099
7480,1.252437,1.216251
7480,1.252437,1.216251
7490,1.148620,1.017023
7490,1.148620,1.017023
7500,1.045748,0.770473
7500,1.045748,0.770473
7510,1.138904,0.828357
7510,1.138904,0.828357
7520,1.185779,1.025283
7520,1.185779,1.025283
7530,1.156728,1.111171
7530,1.156728,1.111171
7540,1.155521,1.310690
7540,1.155521,1.310690
7550,1.210404,0.820135
7550,1.210404,0.820135
7560,1.143021,0.778197
7560,1.143021,0.778197
7570,1.187379,0.821912
7570,1.187379,0.821912
7580,1.116584,0.878882
7580,1.116584,0.878882
7590,1.296437,1.285615
7590,1.296437,1.285615
7600,1.224900,0.895258
7600,1.224900,0.895258
7610,1.127165,0.967545
7610,1.127165,0.967545
7620,1.146007,1.056539
7620,1.146007,1.056539
7630,1.179923,1.134535
7630,1.179923,1.134535
7640,1.180313,1.160086
7640,1.180313,1.160086
7650,1.156541,1.131085
7650,1.156541,1.131085
7660,1.219477,0.938307
7660,1.219477,0.938307
7670,1.049147,1.066406
7670,1.049147,1.066406
7680,1.134333,0.886048
7680,1.134333,0.886048
7690,1.114051,1.102881
7690,1.114051,1.102881
7700,1.116455,1.087914
7700,1.116455,1.087914
7710,1.081991,0.815743
7710,1.081991,0.815743
7720,1.097100,1.116578
7720,1.097100,1.116578
7730,1.155325,0.952458
7730,1.155325,0.952458
7740,1.138567,0.912677
7740,1.138567,0.912677
7750,1.110855,1.037855
7750,1.110855,1.037855
7760,1.033937,0.851273
7760,1.033937,0.851273
7770,1.188562,1.169063
7770,1.188562,1.169063
7780,1.056023,0.981343
7780,1.056023,0.981343
7790,1.181484,1.038448
7790,1.181484,1.038448
7800,1.130207,1.096152
7800,1.130207,1.096152
7810,1.196995,1.021133
7810,1.196995,1.021133
7820,1.183047,1.187467
7820,1.183047,1.187467
7830,0.981460,0.694886
7830,0.981460,0.694886
7840,1.138010,0.898693
7840,1.138010,0.898693
7850,1.153133,0.991797
7850,1.153133,0.991797
7860,1.187793,0.908135
7860,1.187793,0.908135
7870,1.356764,1.180906
7870,1.356764,1.180906
7880,1.183762,0.884272
7880,1.183762,0.884272
7890,1.171794,1.082848
7890,1.171794,1.082848
7900,1.130120,1.248518
7900,1.130120,1.248518
7910,1.107763,1.274758
7910,1.107763,1.274758
7920,1.145268,1.119647
7920,1.145268,1.119647
7930,1.031225,0.974925
7930,1.031225,0.974925
7940,1.176625,1.114271
7940,1.176625,1.114271
7950,0.986954,0.893182
7950,0.986954,0.893182
7960,1.134570,1.099283
7960,1.134570,1.099283
7970,1.214068,0.916584
7970,1.214068,0.916584
7980,1.184703,1.162198
7980,1.184703,1.162198
7990,1.162791,1.266514
7990,1.162791,1.266514
8000,1.123041,1.159088
8000,1.123041,1.159088
8010,1.188424,1.102005
8010,1.188424,1.102005
8020,1.123926,1.307329
8020,1.123926,1.307329
8030,1.137704,1.345933
8030,1.137704,1.345933
8040,1.039508,1.317094
8040,1.039508,1.317094
8050,1.316132,1.329616
8050,1.316132,1.329616
8060,1.169889,1.116965
8060,1.169889,1.116965
8070,1.170819,1.026391
8070,1.170819,1.026391
8080,1.136853,1.072466
8080,1.136853,1.072466
8090,1.061479,0.847867
8090,1.061479,0.847867
8100,1.222411,1.085464
8100,1.222411,1.085464
8110,1.130700,1.159730
8110,1.130700,1.159730
8120,1.121654,1.158742
8120,1.121654,1.158742
8130,1.217532,1.051791
8130,1.217532,1.051791
8140,1.083695,1.166680
8140,1.083695,1.166680
8150,1.216424,1.161362
8150,1.216424,1.161362
8160,1.107245,1.017997
8160,1.107245,1.017997
8170,1.112048,1.175146
8170,1.112048,1.175146
8180,1.085354,1.325937
8180,1.085354,1.325937
8190,1.173719,1.334773
8190,1.173719,1.334773
8200,1.144242,1.430331
8200,1.144242,1.430331
8210,1.112117,1.348169
8210,1.112117,1.348169
8220,1.160565,1.021732
8220,1.160565,1.021732
8230,1.169774,1.246544
8230,1.169774,1.246544
8240,1.168369,0.993928
8240,1.168369,0.993928
8250,1.011987,0.949915
8250,1.011987,0.949915
8260,1.159304,0.937932
8260,1.159304,0.937932
8270,1.129769,0.989802
8270,1.129769,0.989802
8280,1.117593,0.995977
8280,1.117593,0.995977
8290,1.061638,0.944388
8290,1.061638,0.944388
8300,1.155067,1.155683
8300,1.155067,1.155683
8310,1.123023,1.078345
8310,1.123023,1.078345
8320,1.168157,1.177863
8320,1.168157,1.177863
8330,1.112460,1.164034
8330,1.112460,1.164034
8340,1.181161,0.958743
8340,1.181161,0.958743
8350,1.144312,1.054170
8350,1.144312,1.054170
8360,1.126689,1.199242
8360,1.126689,1.199242
8370,1.099183,1.171613
8370,1.099183,1.171613
8380,1.190904,0.985995
8380,1.190904,0.985995
8390,1.263283,0.950263
8390,1.263283,0.950263
8400,1.131409,1.105891
8400,1.131409,1.105891
8410,1.331082,1.254389
8410,1.331082,1.254389
8420,1.109921,1.185088
8420,1.109921,1.185088
8430,1.108063,1.230063
8430,1.108063,1.230063
8440,1.124678,1.522095
8440,1.124678,1.522095
8450,1.154131,1.259202
8450,1.154131,1.259202
8460,1.165640,1.253437
8460,1.165640,1.253437
8470,1.123820,1.225134
8470,1.123820,1.225134
8480,1.222593,1.062290
8480,1.222593,1.062290
8490,1.169527,1.128615
8490,1.169527,1.128615
8500,1.032472,1.166556
8500,1.032472,1.166556
8510,1.213867,1.140522
8510,1.213867,1.140522
8520,1.190516,1.259202
8520,1.190516,1.259202
8530,1.146013,1.170233
8530,1.146013,1.170233
8540,1.108658,1.176699
8540,1.108658,1.176699
8550,1.152789,1.247216
8550,1.152789,1.247216
8560,1.140539,0.844918
8560,1.140539,0.844918
8570,1.132532,1.039150
8570,1.132532,1.039150
8580,1.157947,1.090674
8580,1.157947,1.090674
8590,1.157936,1.280427
8590,1.157936,1.280427
8600,1.269903,1.138922
8600,1.269903,1.138922
8610,1.237768,1.180731
8610,1.237768,1.180731
8620,1.090426,1.169332
8620,1.090426,1.169332
8630,1.171100,1.169151
8630,1.171100,1.169151
8640,1.113926,1.150112
8640,1.113926,1.150112
8650,1.209970,1.174275
8650,1.209970,1.174275
8660,1.164228,0.998802
8660,1.164228,0.998802
8670,1.098653,1.106245
8670,1.098653,1.106245
8680,1.141192,1.264937
8680,1.141192,1.264937
8690,1.180980,1.273457
8690,1.180980,1.273457
8700,1.141416,1.149196
8700,1.141416,1.149196
8710,1.137287,1.173967
8710,1.137287,1.173967
8720,1.100520,1.031322
8720,1.100520,1.031322
8730,1.154548,1.200846
8730,1.154548,1.200846
8740,1.163140,1.218948
8740,1.163140,1.218948
8750,1.174212,1.134654
8750,1.174212,1.134654
8760,1.160320,1.258583
8760,1.160320,1.258583
8770,1.196163,1.230795
8770,1.196163,1.230795
8780,1.182508,1.222558
8780,1.182508,1.222558
8790,1.123644,1.132107
8790,1.123644,1.132107
8800,1.105360,1.259457
8800,1.105360,1.259457
8810,1.081931,1.302303
8810,1.081931,1.302303
8820,1.142260,1.180380
8820,1.142260,1.180380
8830,1.129102,1.216050
8830,1.129102,1.216050
8840,1.181153,1.085336
8840,1.181153,1.085336
8850,1.138593,1.258934
8850,1.138593,1.258934
8860,1.150178,1.174794
8860,1.150178,1.174794
8870,1.188330,1.317621
8870,1.188330,1.317621
8880,1.113352,1.283148
8880,1.113352,1.283148
8890,1.141191,1.229369
8890,1.141191,1.229369
8900,1.181791,1.084932
8900,1.181791,1.084932
8910,1.174600,1.238682
8910,1.174600,1.238682
8920,1.148959,1.286977
8920,1.148959,1.286977
8930,1.281022,0.972492
8930,1.281022,0.972492
8940,1.091222,1.186617
8940,1.091222,1.186617
8950,1.191381,1.065494
8950,1.191381,1.065494
8960,1.110519,1.098251
8960,1.110519,1.098251
8970,1.059177,1.115398
8970,1.059177,1.115398
8980,1.229944,0.954548
8980,1.229944,0.954548
8990,1.227217,1.080355
8990,1.227217,1.080355
9000,1.210248,1.275627
9000,1.210248,1.275627
9010,1.228610,1.551319
9010,1.228610,1.551319
9020,1.251607,1.404570
9020,1.251607,1.404570
9030,1.170179,1.111190
9030,1.170179,1.111190
9040,1.176311,1.082595
9040,1.176311,1.082595
9050,1.171668,1.012123
9050,1.171668,1.012123
9060,1.255030,1.109798
9060,1.255030,1.109798
9070,1.143982,1.182227
9070,1.143982,1.182227
9080,1.212130,1.271803
9080,1.212130,1.271803
9090,1.102399,1.073206
9090,1.102399,1.073206
9100,1.095438,1.218642
9100,1.095438,1.218642
9110,1.116336,1.181156
9110,1.116336,1.181156
9120,1.203303,1.041162
9120,1.203303,1.041162
9130,1.161344,1.216552
9130,1.161344,1.216552
9140,1.111133,1.133390
9140,1.111133,1.133390
9150,1.235307,1.177352
9150,1.235307,1.177352
9160,1.167829,1.078310
9160,1.167829,1.078310
9170,1.168014,1.068513
9170,1.168014,1.068513
9180,1.171580,1.133022
9180,1.171580,1.133022
9190,1.118680,1.324634
9190,1.118680,1.324634
9200,1.198114,1.058881
9200,1.198114,1.058881
9210,1.069518,1.324449
9210,1.069518,1.324449
9220,1.163632,1.063025
9220,1.163632,1.063025
9230,1.177817,1.276375
9230,1.177817,1.276375
9240,1.130721,1.013788
9240,1.130721,1.013788
9250,1.175877,1.211775
9250,1.175877,1.211775
9260,1.147018,1.248132
9260,1.147018,1.248132
9270,1.159699,1.234389
9270,1.159699,1.234389
9280,1.194749,1.383897
9280,1.194749,1.383897
9290,1.128271,1.066628
9290,1.128271,1.066628
9300,1.171176,1.023357
9300,1.171176,1.023357
9310,1.180503,0.952133
9310,1.180503,0.952133
9320,1.224505,1.238962
9320,1.224505,1.238962
9330,1.288154,1.247924
9330,1.288154,1.247924
9340,1.178705,1.066497
9340,1.178705,1.066497
9350,0.896027,0.896023
9350,0.896027,0.896023
9360,1.208944,1.145767
9360,1.208944,1.145767
9370,1.042583,1.092265
9370,1.042583,1.092265
9380,1.171126,1.296206
9380,1.171126,1.296206
9390,1.166961,1.217763
9390,1.166961,1.217763
9400,1.143015,1.374116
9400,1.143015,1.374116
9410,1.197540,1.278061
9410,1.197540,1.278061
9420,1.210527,1.310012
9420,1.210527,1.310012
9430,1.068023,1.047501
9430,1.068023,1.047501
9440,1.258400,1.271265
9440,1.258400,1.271265
9450,1.154810,1.209186
9450,1.154810,1.209186
9460,1.151423,1.316002
9460,1.151423,1.316002
9470,1.157869,1.085987
9470,1.157869,1.085987
9480,1.172472,1.173147
9480,1.172472,1.173147
9490,1.222471,1.269641
9490,1.222471,1.269641
9500,1.170999,1.411383
9500,1.170999,1.411383
9510,1.152474,1.192795
9510,1.152474,1.192795
9520,1.127773,1.071248
9520,1.127773,1.071248
9530,1.200241,1.441726
9530,1.200241,1.441726
9540,1.175342,1.241901
9540,1.175342,1.241901
9550,1.141944,1.093637
9550,1.141944,1.093637
9560,1.167040,1.387090
9560,1.167040,1.387090
9570,1.144167,1.324864
9570,1.144167,1.324864
9580,1.095601,1.301831
9580,1.095601,1.301831
9590,1.144872,1.028624
9590,1.144872,1.028624
9600,1.233439,1.222889
9600,1.233439,1.222889
9610,1.119159,1.094416
9610,1.119159,1.094416
9620,1.193088,1.249339
9620,1.193088,1.249339
9630,1.172689,1.070081
9630,1.172689,1.070081
9640,1.093012,1.080491
9640,1.093012,1.080491
9650,1.112546,1.110415
9650,1.112546,1.110415
9660,1.209518,1.073856
9660,1.209518,1.073856
9670,1.223944,1.219296
9670,1.223944,1.219296
9680,1.150459,1.154340
9680,1.150459,1.154340
9690,1.168620,1.071010
9690,1.168620,1.071010
9700,1.029475,0.990112
9700,1.029475,0.990112
9710,1.157545,1.039727
9710,1.157545,1.039727
9720,1.182253,1.171741
9720,1.182253,1.171741
9730,1.130465,1.120525
9730,1.130465,1.120525
9740,1.162277,1.057060
9740,1.162277,1.057060
9750,1.132703,1.189741
9750,1.132703,1.189741
9760,1.106874,1.039583
9760,1.106874,1.039583
9770,1.222922,1.083062
9770,1.222922,1.083062
9780,1.143972,1.142749
9780,1.143972,1.142749
9790,1.226556,1.054096
9790,1.226556,1.054096
9800,1.227017,1.336852
9800,1.227017,1.336852
9810,1.176550,1.247417
9810,1.176550,1.247417
9820,1.104174,1.192162
9820,1.104174,1.192162
9830,1.132633,1.139415
9830,1.132633,1.139415
9840,1.172983,1.207591
9840,1.172983,1.207591
9850,1.270236,0.982893
9850,1.270236,0.982893
9860,1.215998,0.897580
9860,1.215998,0.897580
9870,1.140522,1.161706
9870,1.140522,1.161706
9880,1.170372,1.298942
9880,1.170372,1.298942
9890,1.118018,1.010491
9890,1.118018,1.010491
9900,1.133614,0.729341
9900,1.133614,0.729341
9910,1.233015,1.407337
9910,1.233015,1.407337
9920,1.259886,1.067685
9920,1.259886,1.067685
9930,1.183056,1.159059
9930,1.183056,1.159059
9940,1.223307,1.199447
9940,1.223307,1.199447
9950,1.154116,1.305502
9950,1.154116,1.305502
9960,1.253970,1.116072
9960,1.253970,1.116072
9970,1.356777,1.549557
9970,1.356777,1.549557
9980,1.198195,1.101851
9980,1.198195,1.101851
9990,1.221540,1.376498
9990,1.221540,1.376498
10000,1.160303,1.071567
10000,1.160303,1.071567
